39.64,93.27,1.7029e+05,0.084804,0.023278,0.44393,29.232,0.29449,0.35065,49479,0.64578,0.082001,0.13429,3.4276e-07,3.6652e-07,0.021294,0.017143,81.674,744.04,0.8185,0.32219,43.277,557.4,71.19,0.46104,7.7216e-06,6.9964e-06,0.41833,0.15891,175.53,15.457,0.1898,34041,0.88604,0.023259,0.013625,0.33945,0.5243,7.602e-06,5.9528e-06,1.2293e-06,4.4418e-06,9.595e+05
99.959,58.642,9.0954e+06,0.02217,0.013672,0.032008,25.799,0.23673,1.8874,48528,0.49524,0.031524,0.14165,6.2395e-07,3.7817e-07,0.043354,0.01676,97.68,842.89,0.18204,0.9072,39.664,474.95,88.433,0.26829,1.7487e-06,3.3794e-06,0.21538,0.31576,463.13,79.483,1.2913,37781,0.70761,0.083707,0.086276,0.6599,0.14161,3.8674e-06,3.344e-06,5.069e-06,4.796e-06,6.3133e+05
17.803,22.465,7.359e+06,0.068485,0.023492,0.14693,21.669,1.9837,0.16211,48730,0.69147,0.044223,0.13182,4.1796e-08,4.2806e-07,0.041093,0.016703,92.873,839.52,1.569,0.38709,49.666,535.56,66.83,0.28581,7.4729e-06,8.68e-06,0.25702,0.41218,398.88,46.904,0.11901,9307,0.74998,0.05706,0.084537,0.53557,0.56203,5.5597e-06,1.0242e-06,6.0528e-06,3.9902e-06,2.5463e+05
37.72,10.433,1.9896e+06,0.095778,0.021265,0.43849,22.136,0.39691,0.14413,49804,0.91748,0.09426,0.18156,8.9095e-08,5.1666e-07,0.033589,0.016818,88.363,996.88,1.5247,0.84294,45.267,521.24,58.224,0.436,9.5295e-06,4.6801e-06,0.49136,0.45101,276.06,69.173,0.73531,86196,0.84031,0.014762,0.0091975,0.64839,0.63511,2.8635e-06,9.4171e-06,7.5251e-06,1.7815e-06,53928
43.257,93.136,4.3936e+06,0.067735,0.025132,0.054851,28.916,0.81875,0.90902,49823,0.74541,0.061968,0.24061,8.2698e-07,7.063e-08,0.029731,0.016165,87.816,992.52,0.67939,0.23864,40.743,498.8,18.088,0.10296,3.3754e-06,4.8143e-06,0.35359,0.41634,432.95,37.995,1.44,40795,0.74201,0.016495,0.052514,0.92762,0.53902,9.4557e-06,4.4353e-06,5.3291e-06,7.2145e-06,34239
67.844,94.198,2.4249e+06,0.034886,0.020874,0.14634,28.991,0.41153,0.42725,48166,0.94261,0.068358,0.18615,9.9969e-07,3.1083e-07,0.032468,0.016352,92.313,786.62,1.9114,0.22998,32.731,467.46,69.442,0.19336,7.206e-06,1.6548e-06,0.38749,0.13829,376.55,55.892,0.46613,95126,0.83475,0.082432,0.060953,0.94957,0.58171,6.3621e-06,8.048e-06,3.736e-06,2.5025e-06,3.1631e+05
44.049,42.402,8.92e+05,0.056643,0.023088,0.38275,22.603,0.37455,0.28737,49401,0.68878,0.022838,0.079032,6.8483e-07,8.2007e-07,0.049989,0.016291,89.127,507.9,1.8881,0.85078,42.12,529.34,140.63,0.46591,5.5309e-06,8.7343e-06,0.33687,0.16801,164.51,25.754,0.72581,228.05,0.58481,0.094422,0.084829,0.26116,0.88624,3.1104e-06,2.7565e-06,7.319e-06,3.7356e-06,9.6986e+05
22.027,40.428,1.0587e+05,0.06631,0.026441,0.076898,21.636,1.4406,0.97993,49875,0.42282,0.084491,0.23254,3.5389e-07,3.0056e-07,0.042711,0.016281,85.447,637.73,0.85802,0.99741,47.274,482.35,126.97,0.26345,1.3173e-06,2.6071e-06,0.46412,0.25002,350.92,16.929,1.467,66384,0.74552,0.044916,0.056659,0.54878,0.010985,3.4356e-06,9.673e-06,1.1877e-06,2.7184e-06,9.3389e+05
67.637,69.711,4.4834e+06,0.017858,0.017394,0.20219,29.64,0.27343,1.4434,49738,0.99648,0.045956,0.16068,7.6784e-07,1.0631e-07,0.049226,0.016755,98.022,935.69,1.3842,0.45254,46.981,460.38,65.903,0.36992,9.1731e-06,7.9139e-06,0.24371,0.25772,199.13,55.533,1.4894,87474,0.95884,0.075226,0.074015,0.76278,0.85086,9.8926e-06,8.1592e-06,1.9183e-06,5.6152e-06,75502
39.804,55.162,1.9309e+06,0.0010158,0.013468,0.33915,25.949,0.85438,0.41145,49599,0.9783,0.087318,0.075324,4.1159e-07,8.8375e-07,0.036538,0.017193,85.876,922.82,0.90424,0.81885,45.773,503.16,15.315,0.21082,5.9413e-06,8.5011e-06,0.20778,0.40819,148.44,87.054,1.1229,76345,0.92009,0.044682,0.033365,0.48252,0.77122,3.5119e-06,4.2576e-06,3.9049e-06,2.357e-06,4.3815e+05
